Start write data to file
-127.00 96.19 0.00 0.00 3.02
-127.00 92.87 0.00 0.00 1.16
-127.00 97.02 0.00 0.00 3.02
-127.00 104.49 0.00 0.00 1.16
-127.00 112.79 0.00 0.00 1.22
-127.00 90.38 0.00 0.00 1.22
-127.00 112.79 0.00 0.00 1.22
-127.00 109.47 0.00 0.00 3.13
-127.00 109.47 0.00 0.00 3.05
-127.00 99.51 0.00 0.00 3.02
-127.00 106.15 0.00 0.00 3.11
-127.00 111.96 0.00 0.00 3.09
-127.00 103.66 0.00 0.00 3.00
-127.00 124.41 0.00 0.00 3.16
-127.00 101.17 0.00 0.00 1.15
-127.00 101.17 0.00 0.00 3.02
-127.00 109.47 0.00 0.00 1.22
-127.00 102.83 0.00 0.00 1.47
-127.00 110.30 0.00 0.00 1.28
-127.00 82.91 0.00 0.00 3.13
-127.00 103.66 0.00 0.00 2.98
-127.00 105.32 0.00 0.00 3.13
-127.00 96.19 0.00 0.00 3.01
-127.00 116.94 0.00 0.00 3.07
-127.00 98.68 0.00 0.00 3.05
-127.00 104.49 0.00 0.00 2.94
-127.00 103.66 0.00 0.00 1.11
-127.00 124.41 0.00 0.00 3.02
-127.00 101.17 0.00 0.00 3.05
-127.00 106.98 0.00 0.00 3.03
-127.00 127.73 0.00 0.00 2.95
-127.00 115.28 0.00 0.00 3.00
-127.00 103.66 0.00 0.00 3.02
-127.00 102.83 0.00 0.00 2.97
-127.00 99.51 0.00 0.00 1.17
-127.00 115.28 0.00 0.00 3.07
-127.00 111.13 0.00 0.00 3.04
-127.00 106.15 0.00 0.00 3.05
-127.00 87.06 0.00 0.00 2.97
-127.00 95.36 0.00 0.00 2.95
-127.00 97.02 0.00 0.00 3.00
-127.00 101.17 0.00 0.00 2.95
-127.00 108.64 0.00 0.00 1.15
-127.00 111.13 0.00 0.00 2.95
-127.00 99.51 0.00 0.00 1.13
-127.00 103.66 0.00 0.00 3.03
-127.00 124.41 0.00 0.00 2.99
-127.00 108.64 0.00 0.00 2.85
-127.00 122.75 0.00 0.00 2.85
-127.00 109.47 0.00 0.00 2.88
-127.00 103.66 0.00 0.00 2.91
-127.00 263.03 0.00 0.00 2.99
-127.00 101.17 0.00 0.00 1.15
-127.00 106.98 0.00 0.00 1.03
-127.00 103.66 0.00 0.00 2.86
-127.00 106.98 0.00 0.00 2.91
50.75 97.02 0.00 0.00 2.91
-127.00 102.83 0.00 0.00 2.78
-127.00 98.68 0.00 0.00 2.73
-127.00 106.15 0.00 0.00 2.64
-127.00 98.68 0.00 0.00 1.35
-127.00 100.34 0.00 0.00 1.11
-127.00 114.45 0.00 0.00 2.21
-127.00 106.98 0.00 0.00 1.74
-127.00 106.98 0.00 0.00 1.84
-127.00 107.81 0.00 0.00 1.39
-127.00 95.36 0.00 0.00 0.82
-127.00 91.21 0.00 0.00 1.16
-127.00 100.34 0.00 0.00 0.83
-127.00 129.39 0.00 0.00 0.90
-127.00 126.07 0.00 0.00 0.83
-127.00 95.36 0.00 0.00 0.79
-127.00 95.36 0.00 0.00 0.81
-127.00 111.13 0.00 0.00 0.89
-127.00 104.49 0.00 0.00 0.85
-127.00 105.32 0.00 0.00 0.83
-127.00 102.00 0.00 0.00 0.79
-127.00 95.36 0.00 0.00 0.79
-127.00 109.47 0.00 0.00 0.79
-127.00 90.38 0.00 0.00 0.81
-127.00 105.32 0.00 0.00 0.83
-127.00 101.17 0.00 0.00 0.79
-127.00 105.32 0.00 0.00 0.85
-127.00 90.38 0.00 0.00 0.79
-127.00 102.00 0.00 0.00 0.81
-127.00 92.04 0.00 0.00 0.78
-127.00 97.85 0.00 0.00 0.81
-127.00 114.45 0.00 0.00 0.82
-127.00 92.04 0.00 0.00 0.82
-127.00 98.68 0.00 0.00 0.79
-127.00 90.38 0.00 0.00 0.79
-127.00 106.98 0.00 0.00 0.79
-127.00 101.17 0.00 0.00 0.78
-127.00 100.34 0.00 0.00 0.83
-127.00 97.02 0.00 0.00 0.79
-127.00 115.28 0.00 0.00 0.87
-127.00 97.02 0.00 0.00 0.79
-127.00 104.49 0.00 0.00 0.78
-127.00 96.19 0.00 0.00 0.82
-127.00 101.17 0.00 0.00 0.82
-127.00 95.36 0.00 0.00 0.82
-127.00 91.21 0.00 0.00 0.82
-127.00 97.85 0.00 0.00 0.78
-127.00 121.09 0.00 0.00 1.29
-127.00 121.09 0.00 0.00 1.44
-127.00 104.49 0.00 0.00 1.79
-127.00 101.17 0.00 0.00 1.96
-127.00 123.58 0.00 0.00 1.77
-127.00 113.62 0.00 0.00 2.22
-127.00 114.45 0.00 0.00 2.18
-127.00 126.90 0.00 0.00 2.16
-127.00 100.34 0.00 0.00 2.14
-127.00 107.81 0.00 0.00 0.87
-127.00 102.83 0.00 0.00 0.83
-127.00 106.98 0.00 0.00 1.81
-127.00 106.15 0.00 0.00 1.26
-127.00 116.11 0.00 0.00 1.18
-127.00 97.02 0.00 0.00 1.22
-127.00 113.62 0.00 0.00 0.70
-127.00 97.85 0.00 0.00 1.33
-127.00 97.85 0.00 0.00 1.44
-127.00 99.51 0.00 0.00 0.95
-127.00 101.17 0.00 0.00 0.82
-127.00 104.49 0.00 0.00 0.68
-127.00 98.68 0.00 0.00 0.78
-127.00 105.32 0.00 0.00 0.76
-127.00 97.85 0.00 0.00 0.78
-127.00 104.49 0.00 0.00 0.74
-127.00 107.81 0.00 0.00 0.74
-127.00 93.70 0.00 0.00 0.78
-127.00 97.02 0.00 0.00 0.67
-127.00 116.94 0.00 0.00 0.74
-127.00 98.68 0.00 0.00 0.78
-127.00 97.02 0.00 0.00 0.74
-127.00 107.81 0.00 0.00 0.74
-127.00 114.45 0.00 0.00 0.67
-127.00 96.19 0.00 0.00 0.67
-127.00 102.00 0.00 0.00 0.70
-127.00 105.32 0.00 0.00 0.67
-127.00 113.62 0.00 0.00 0.70
-127.00 104.49 0.00 0.00 0.67
-127.00 102.00 0.00 0.00 0.70
-127.00 101.17 0.00 0.00 0.70
-127.00 98.68 0.00 0.00 0.67
-127.00 93.70 0.00 0.00 0.67
-127.00 107.81 0.00 0.00 0.74
-127.00 99.51 0.00 0.00 0.69
-127.00 102.83 0.00 0.00 0.67
-127.00 102.00 0.00 0.00 0.70
-127.00 101.17 0.00 0.00 0.74
-127.00 113.62 0.00 0.00 0.70
-127.00 108.64 0.00 0.00 0.74
-127.00 103.66 0.00 0.00 0.74
-127.00 106.15 0.00 0.00 0.73
-127.00 114.45 0.00 0.00 0.74
-127.00 106.98 0.00 0.00 0.74
-127.00 101.17 0.00 0.00 0.74
-127.00 105.32 0.00 0.00 0.74
-127.00 97.02 0.00 0.00 0.73
-127.00 97.02 0.00 0.00 0.74
-127.00 116.11 0.00 0.00 0.73
-127.00 100.34 0.00 0.00 0.74
-127.00 100.34 0.00 0.00 0.73
-127.00 101.17 0.00 0.00 0.73
-127.00 87.89 0.00 0.00 0.78
-127.00 114.45 0.00 0.00 0.73
-127.00 121.09 0.00 0.00 0.77
-127.00 87.89 0.00 0.00 0.78
-127.00 97.02 0.00 0.00 0.82
-127.00 110.30 0.00 0.00 0.77
-127.00 81.25 0.00 0.00 0.82
-127.00 117.77 0.00 0.00 0.82
-127.00 97.02 0.00 0.00 0.81
-127.00 100.34 0.00 0.00 0.81
-127.00 112.79 0.00 0.00 0.82
-127.00 104.49 0.00 0.00 0.85
-127.00 97.02 0.00 0.00 0.85
-127.00 106.15 0.00 0.00 0.82
-127.00 111.96 0.00 0.00 0.81
-127.00 101.17 0.00 0.00 0.89
-127.00 114.45 0.00 0.00 0.89
-127.00 108.64 0.00 0.00 0.89
-127.00 103.66 0.00 0.00 0.92
-127.00 98.68 0.00 0.00 0.94
-127.00 98.68 0.00 0.00 0.96
-127.00 100.34 0.00 0.00 0.92
-127.00 102.83 0.00 0.00 0.92
-127.00 92.04 0.00 0.00 0.92
-127.00 101.17 0.00 0.00 0.96
-127.00 111.13 0.00 0.00 0.96
-127.00 109.47 0.00 0.00 0.98
-127.00 95.36 0.00 0.00 1.00
-127.00 98.68 0.00 0.00 1.00
-127.00 83.74 0.00 0.00 0.96
-127.00 98.68 0.00 0.00 1.00
-127.00 96.19 0.00 0.00 1.00
-127.00 114.45 0.00 0.00 0.96
-127.00 95.36 0.00 0.00 0.96
-127.00 108.64 0.00 0.00 0.96
-127.00 124.41 0.00 0.00 0.96
-127.00 104.49 0.00 0.00 1.04
-127.00 102.00 0.00 0.00 1.00
-127.00 110.30 0.00 0.00 1.04
-127.00 109.47 0.00 0.00 1.00
-127.00 92.04 0.00 0.00 1.04
-127.00 104.49 0.00 0.00 1.00
-127.00 117.77 0.00 0.00 1.00
-127.00 106.98 0.00 0.00 1.00
-127.00 97.85 0.00 0.00 1.00
-127.00 102.00 0.00 0.00 1.00
-127.00 111.13 0.00 0.00 1.00
-127.00 111.13 0.00 0.00 1.00
-127.00 121.09 0.00 0.00 1.00
-127.00 92.04 0.00 0.00 1.00
-127.00 105.32 0.00 0.00 1.00
-127.00 94.53 0.00 0.00 1.04
-127.00 87.89 0.00 0.00 1.00
-127.00 110.30 0.00 0.00 1.00
-127.00 107.81 0.00 0.00 1.04
-127.00 104.49 0.00 0.00 1.04
-127.00 105.32 0.00 0.00 1.00
-127.00 117.77 0.00 0.00 1.00
-127.00 113.62 0.00 0.00 1.00
-127.00 94.53 0.00 0.00 1.04
-127.00 102.00 0.00 0.00 1.04
-127.00 106.15 0.00 0.00 1.04
-127.00 94.53 0.00 0.00 1.04
-127.00 103.66 0.00 0.00 1.00
-127.00 97.02 0.00 0.00 1.04
-127.00 102.83 0.00 0.00 1.04
-127.00 110.30 0.00 0.00 1.04
-127.00 107.81 0.00 0.00 1.05
-127.00 111.13 0.00 0.00 1.04
-127.00 110.30 0.00 0.00 1.00
-127.00 131.05 0.00 0.00 1.00
-127.00 113.62 0.00 0.00 1.00
-127.00 92.04 0.00 0.00 1.04
-127.00 112.79 0.00 0.00 1.04
-127.00 84.57 0.00 0.00 1.00
-127.00 103.66 0.00 0.00 1.00
-127.00 90.38 0.00 0.00 1.00
-127.00 96.19 0.00 0.00 1.00
-127.00 97.85 0.00 0.00 1.00
-127.00 108.64 0.00 0.00 1.00
-127.00 106.15 0.00 0.00 1.00
-127.00 111.13 0.00 0.00 1.00
-127.00 92.04 0.00 0.00 1.00
-127.00 106.15 0.00 0.00 1.00
-127.00 104.49 0.00 0.00 1.00
-127.00 117.77 0.00 0.00 1.00
-127.00 100.34 0.00 0.00 1.04
-127.00 92.04 0.00 0.00 1.04
-127.00 116.94 0.00 0.00 1.04
-127.00 101.17 0.00 0.00 1.00
-127.00 108.64 0.00 0.00 1.00
-127.00 92.04 0.00 0.00 0.96
-127.00 104.49 0.00 0.00 1.00
-127.00 103.66 0.00 0.00 1.00
-127.00 102.00 0.00 0.00 1.70
-127.00 119.43 0.00 0.00 1.39
-127.00 105.32 0.00 0.00 1.08
-127.00 97.85 0.00 0.00 1.00
-127.00 102.00 0.00 0.00 1.00
-127.00 122.75 0.00 0.00 1.04
-127.00 112.79 0.00 0.00 1.00
-127.00 135.20 0.00 0.00 1.16
-127.00 96.19 0.00 0.00 1.27
-127.00 96.19 0.00 0.00 1.20
-127.00 99.51 0.00 0.00 1.16
-127.00 85.40 0.00 0.00 1.00
-127.00 108.64 0.00 0.00 0.89
-127.00 92.87 0.00 0.00 0.92
-127.00 103.66 0.00 0.00 0.92
-127.00 107.81 0.00 0.00 0.89
-127.00 114.45 0.00 0.00 0.89
-127.00 106.15 0.00 0.00 0.81
-127.00 102.00 0.00 0.00 0.85
-127.00 98.68 0.00 0.00 0.85
-127.00 121.09 0.00 0.00 0.81
-127.00 108.64 0.00 0.00 0.85
-127.00 99.51 0.00 0.00 0.77
-127.00 102.83 0.00 0.00 0.81
-127.00 106.15 0.00 0.00 0.77
-127.00 111.13 0.00 0.00 0.81
-127.00 111.13 0.00 0.00 0.81
-127.00 112.79 0.00 0.00 0.85
-127.00 111.13 0.00 0.00 0.81
-127.00 113.62 0.00 0.00 0.77
-127.00 111.13 0.00 0.00 0.81
-127.00 108.64 0.00 0.00 0.77
-127.00 128.56 0.00 0.00 0.81
-127.00 102.83 0.00 0.00 0.77
-127.00 107.81 0.00 0.00 0.77
-127.00 111.96 0.00 0.00 0.77
-127.00 104.49 0.00 0.00 0.77
-127.00 105.32 0.00 0.00 0.81
-127.00 111.96 0.00 0.00 0.77
-127.00 103.66 0.00 0.00 0.77
-127.00 124.41 0.00 0.00 0.77
-127.00 102.00 0.00 0.00 0.76
-127.00 106.98 0.00 0.00 0.77
-127.00 132.71 0.00 0.00 0.76
-127.00 120.26 0.00 0.00 0.81
-127.00 93.70 0.00 0.00 0.80
-127.00 106.98 0.00 0.00 0.81
-127.00 102.83 0.00 0.00 0.81
-127.00 105.32 0.00 0.00 0.82
-127.00 108.64 0.00 0.00 0.81
-127.00 101.17 0.00 0.00 0.80
-127.00 83.74 0.00 0.00 0.80
-127.00 102.00 0.00 0.00 0.85
-127.00 97.85 0.00 0.00 0.83
-127.00 96.19 0.00 0.00 0.81
-127.00 95.36 0.00 0.00 0.81
-127.00 114.45 0.00 0.00 0.85
-127.00 97.02 0.00 0.00 0.85
-127.00 101.17 0.00 0.00 0.85
-127.00 120.26 0.00 0.00 0.85
-127.00 100.34 0.00 0.00 0.85
-127.00 94.53 0.00 0.00 0.81
-127.00 96.19 0.00 0.00 0.85
-127.00 108.64 0.00 0.00 0.85
-127.00 103.66 0.00 0.00 0.85
-127.00 101.17 0.00 0.00 0.85
-127.00 92.87 0.00 0.00 0.81
-127.00 94.53 0.00 0.00 0.83
-127.00 97.85 0.00 0.00 0.83
-127.00 100.34 0.00 0.00 0.81
-127.00 92.87 0.00 0.00 0.83
-127.00 99.51 0.00 0.00 0.80
-127.00 114.45 0.00 0.00 0.80
-127.00 98.68 0.00 0.00 0.83
-127.00 105.32 0.00 0.00 0.85
-127.00 101.17 0.00 0.00 0.81
-127.00 97.85 0.00 0.00 0.83
-127.00 113.62 0.00 0.00 0.85
-127.00 97.85 0.00 0.00 0.83
-127.00 102.83 0.00 0.00 0.83
-127.00 87.06 0.00 0.00 0.83
-127.00 105.32 0.00 0.00 0.85
-127.00 110.30 0.00 0.00 0.83
-127.00 100.34 0.00 0.00 0.83
-127.00 97.02 0.00 0.00 0.83
-127.00 118.60 0.00 0.00 0.83
-127.00 100.34 0.00 0.00 0.83
-127.00 119.43 0.00 0.00 0.85
-127.00 103.66 0.00 0.00 0.80
-127.00 107.81 0.00 0.00 0.83
-127.00 96.19 0.00 0.00 0.83
-127.00 98.68 0.00 0.00 0.85
-127.00 94.53 0.00 0.00 0.81
-127.00 100.34 0.00 0.00 0.83
-127.00 102.83 0.00 0.00 0.83
-127.00 109.47 0.00 0.00 0.80
-127.00 115.28 0.00 0.00 0.83
-127.00 103.66 0.00 0.00 0.87
-127.00 121.09 0.00 0.00 0.91
-127.00 105.32 0.00 0.00 0.83
-127.00 97.02 0.00 0.00 0.89
-127.00 102.83 0.00 0.00 0.87
-127.00 93.70 0.00 0.00 0.92
-127.00 115.28 0.00 0.00 0.92
-127.00 114.45 0.00 0.00 0.92
-127.00 92.87 0.00 0.00 0.92
-127.00 133.54 0.00 0.00 0.95
-127.00 118.60 0.00 0.00 0.99
-127.00 104.49 0.00 0.00 1.00
-127.00 102.83 0.00 0.00 1.03
-127.00 107.81 0.00 0.00 1.03
-127.00 117.77 0.00 0.00 1.12
-127.00 120.26 0.00 0.00 1.07
-127.00 96.19 0.00 0.00 1.20
-127.00 91.21 0.00 0.00 1.30
-127.00 119.43 0.00 0.00 1.18
-127.00 110.30 0.00 0.00 1.35
-127.00 102.00 0.00 0.00 1.39
-127.00 134.37 0.00 0.00 1.45
-127.00 115.28 0.00 0.00 1.35
-127.00 102.00 0.00 0.00 1.42
-127.00 98.68 0.00 0.00 1.20
-127.00 108.64 0.00 0.00 1.08
-127.00 130.22 0.00 0.00 1.04
-127.00 96.19 0.00 0.00 1.00
-127.00 108.64 0.00 0.00 0.96
-127.00 102.00 0.00 0.00 0.92
-127.00 106.15 0.00 0.00 0.87
-127.00 106.98 0.00 0.00 0.91
-127.00 97.85 0.00 0.00 0.92
-127.00 87.06 0.00 0.00 0.83
-127.00 97.85 0.00 0.00 0.83
-127.00 98.68 0.00 0.00 0.85
-127.00 112.79 0.00 0.00 0.87
-127.00 99.51 0.00 0.00 0.81
-127.00 102.00 0.00 0.00 0.77
-127.00 100.34 0.00 0.00 0.83
-127.00 97.85 0.00 0.00 0.83
-127.00 92.04 0.00 0.00 0.83
-127.00 106.15 0.00 0.00 0.76
-127.00 118.60 0.00 0.00 0.76
-127.00 89.55 0.00 0.00 0.76
-127.00 102.00 0.00 0.00 0.76
-127.00 112.79 0.00 0.00 0.85
-127.00 103.66 0.00 0.00 0.76
-127.00 111.13 0.00 0.00 0.83
-127.00 94.53 0.00 0.00 0.83
-127.00 85.40 0.00 0.00 0.77
-127.00 88.72 0.00 0.00 0.80
-127.00 110.30 0.00 0.00 0.85
-127.00 111.13 0.00 0.00 0.80
-127.00 92.87 0.00 0.00 0.76
-127.00 92.04 0.00 0.00 0.81
-127.00 87.06 0.00 0.00 0.83
-127.00 97.85 0.00 0.00 0.80
-127.00 108.64 0.00 0.00 0.85
-127.00 102.83 0.00 0.00 0.83
-127.00 94.53 0.00 0.00 0.83
-127.00 106.15 0.00 0.00 0.83
-127.00 95.36 0.00 0.00 0.87
-127.00 101.17 0.00 0.00 0.92
-127.00 102.00 0.00 0.00 0.95
-127.00 106.98 0.00 0.00 0.99
-127.00 104.49 0.00 0.00 1.03
41.50 96.19 0.00 0.00 1.42
-127.00 106.98 0.00 0.00 1.57
-127.00 91.21 0.00 0.00 1.42
-127.00 106.15 0.00 0.00 1.69
-127.00 97.85 0.00 0.00 1.27
-127.00 93.70 0.00 0.00 1.34
-127.00 109.47 0.00 0.00 1.26
-127.00 114.45 0.00 0.00 0.85
-127.00 113.62 0.00 0.00 1.43
-127.00 102.00 0.00 0.00 0.87
-127.00 100.34 0.00 0.00 0.92
-127.00 90.38 0.00 0.00 2.44
-127.00 101.17 0.00 0.00 0.92
-127.00 111.13 0.00 0.00 2.36
-127.00 93.70 0.00 0.00 2.27
-127.00 93.70 0.00 0.00 2.13
-127.00 111.96 0.00 0.00 2.09
-127.00 99.51 0.00 0.00 1.58
-127.00 97.02 0.00 0.00 0.85
-127.00 118.60 0.00 0.00 0.81
-127.00 145.16 0.00 0.00 0.89
-127.00 106.98 0.00 0.00 0.81
-127.00 89.55 0.00 0.00 0.85
-127.00 92.04 0.00 0.00 0.83
-127.00 106.98 0.00 0.00 0.85
-127.00 107.81 0.00 0.00 0.85
-127.00 101.17 0.00 0.00 0.85
-127.00 87.06 0.00 0.00 0.85
-127.00 83.74 0.00 0.00 0.85
-127.00 88.72 0.00 0.00 0.80
-127.00 116.11 0.00 0.00 0.81
-127.00 87.89 0.00 0.00 0.85
-127.00 112.79 0.00 0.00 0.81
-127.00 114.45 0.00 0.00 0.85
-127.00 108.64 0.00 0.00 0.80
-127.00 101.17 0.00 0.00 0.81
-127.00 98.68 0.00 0.00 0.81
-127.00 92.87 0.00 0.00 0.81
-127.00 132.71 0.00 0.00 0.81
-127.00 114.45 0.00 0.00 0.81
-127.00 88.72 0.00 0.00 0.85
-127.00 100.34 0.00 0.00 0.77
-127.00 101.17 0.00 0.00 0.80
-127.00 102.83 0.00 0.00 0.81
-127.00 101.17 0.00 0.00 0.81
-127.00 103.66 0.00 0.00 0.77
-127.00 102.00 0.00 0.00 0.80
-127.00 102.00 0.00 0.00 0.77
-127.00 87.89 0.00 0.00 0.81
-127.00 86.23 0.00 0.00 0.76
-127.00 111.13 0.00 0.00 0.80
-127.00 91.21 0.00 0.00 0.76
-127.00 146.82 0.00 0.00 0.76
-127.00 99.51 0.00 0.00 0.80
-127.00 100.34 0.00 0.00 0.77
-127.00 103.66 0.00 0.00 0.76
-127.00 92.87 0.00 0.00 0.80
-127.00 103.66 0.00 0.00 0.80
-127.00 98.68 0.00 0.00 0.76
-127.00 140.18 0.00 0.00 0.80
-127.00 98.68 0.00 0.00 0.76
-127.00 111.13 0.00 0.00 0.76
-127.00 126.90 0.00 0.00 0.76
-127.00 100.34 0.00 0.00 0.76
-127.00 107.81 0.00 0.00 0.76
-127.00 93.70 0.00 0.00 0.76
-127.00 92.04 0.00 0.00 0.76
-127.00 87.06 0.00 0.00 0.76
-127.00 120.26 0.00 0.00 0.76
-127.00 102.00 0.00 0.00 0.76
-127.00 106.98 0.00 0.00 0.76
-127.00 116.94 0.00 0.00 0.76
-127.00 118.60 0.00 0.00 0.76
-127.00 91.21 0.00 0.00 0.76
-127.00 116.11 0.00 0.00 0.76
-127.00 102.83 0.00 0.00 0.76
-127.00 102.00 0.00 0.00 0.76
-127.00 107.81 0.00 0.00 0.76
-127.00 114.45 0.00 0.00 0.76
-127.00 100.34 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 105.32 0.00 0.00 0.76
-127.00 100.34 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 100.34 0.00 0.00 0.76
-127.00 97.02 0.00 0.00 0.76
-127.00 97.85 0.00 0.00 0.76
-127.00 112.79 0.00 0.00 0.76
-127.00 110.30 0.00 0.00 0.76
-127.00 97.02 0.00 0.00 0.76
-127.00 107.81 0.00 0.00 0.76
-127.00 118.60 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 97.02 0.00 0.00 0.76
-127.00 104.49 0.00 0.00 0.76
-127.00 97.85 0.00 0.00 0.76
-127.00 96.19 0.00 0.00 0.76
-127.00 96.19 0.00 0.00 0.76
-127.00 116.11 0.00 0.00 0.76
-127.00 116.94 0.00 0.00 0.76
-127.00 94.53 0.00 0.00 0.76
-127.00 105.32 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 108.64 0.00 0.00 0.76
-127.00 93.70 0.00 0.00 0.76
-127.00 106.98 0.00 0.00 0.76
-127.00 91.21 0.00 0.00 0.76
-127.00 94.53 0.00 0.00 0.76
-127.00 100.34 0.00 0.00 0.76
-127.00 107.81 0.00 0.00 0.80
-127.00 111.13 0.00 0.00 0.76
-127.00 113.62 0.00 0.00 0.76
-127.00 97.02 0.00 0.00 0.76
-127.00 90.38 0.00 0.00 0.76
-127.00 97.85 0.00 0.00 0.80
-127.00 110.30 0.00 0.00 0.76
40.06 110.30 0.00 0.00 0.76
-127.00 116.94 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 105.32 0.00 0.00 0.76
-127.00 104.49 0.00 0.00 0.80
-127.00 92.87 0.00 0.00 0.71
-127.00 92.04 0.00 0.00 0.76
-127.00 113.62 0.00 0.00 0.76
-127.00 106.98 0.00 0.00 0.76
-127.00 95.36 0.00 0.00 0.76
-127.00 103.66 0.00 0.00 0.76
-127.00 97.02 0.00 0.00 0.76
-127.00 106.15 0.00 0.00 0.76
-127.00 116.94 0.00 0.00 0.80
-127.00 102.00 0.00 0.00 0.80
-127.00 103.66 0.00 0.00 0.76
-127.00 121.92 0.00 0.00 0.80
-127.00 107.81 0.00 0.00 0.80
-127.00 113.62 0.00 0.00 0.80
-127.00 103.66 0.00 0.00 0.76
-127.00 104.49 0.00 0.00 0.80
-127.00 97.02 0.00 0.00 0.83
-127.00 107.81 0.00 0.00 0.80
-127.00 102.00 0.00 0.00 0.80
-127.00 107.81 0.00 0.00 0.80
-127.00 88.72 0.00 0.00 0.83
-127.00 102.00 0.00 0.00 0.91
-127.00 97.85 0.00 0.00 0.80
40.00 96.19 0.00 0.00 1.11
-127.00 97.85 0.00 0.00 1.34
-127.00 102.00 0.00 0.00 1.45
-127.00 96.19 0.00 0.00 0.87
-127.00 99.51 0.00 0.00 1.84
-127.00 106.15 0.00 0.00 1.96
-127.00 97.02 0.00 0.00 1.96
-127.00 107.81 0.00 0.00 1.80
-127.00 97.85 0.00 0.00 1.73
-127.00 128.56 0.00 0.00 1.73
-127.00 90.38 0.00 0.00 1.34
-127.00 111.13 0.00 0.00 1.07
-127.00 106.15 0.00 0.00 1.14
-127.00 92.87 0.00 0.00 1.26
-127.00 88.72 0.00 0.00 1.34
40.88 106.15 0.00 0.00 1.35
41.06 88.72 0.00 0.00 1.42
41.25 87.06 0.00 0.00 1.45
-127.00 116.11 0.00 0.00 1.27
-127.00 99.51 0.00 0.00 1.12
-127.00 98.68 0.00 0.00 1.11
-127.00 100.34 0.00 0.00 1.27
-127.00 107.81 0.00 0.00 0.83
-127.00 96.19 0.00 0.00 1.39
41.63 112.79 0.00 0.00 1.30
-127.00 111.13 0.00 0.00 1.49
-127.00 119.43 0.00 0.00 1.57
-127.00 109.47 0.00 0.00 1.34
-127.00 97.85 0.00 0.00 1.20
-127.00 97.85 0.00 0.00 1.14
-127.00 100.34 0.00 0.00 1.35
-127.00 102.83 0.00 0.00 1.55
-127.00 98.68 0.00 0.00 1.78
-127.00 106.98 0.00 0.00 2.05
-127.00 100.34 0.00 0.00 2.01
42.25 101.17 0.00 0.00 1.96
42.44 123.58 0.00 0.00 1.69
-127.00 87.06 0.00 0.00 1.51
-127.00 133.54 0.00 0.00 1.16
42.56 116.94 0.00 0.00 1.04
-127.00 103.66 0.00 0.00 1.12
-127.00 102.00 0.00 0.00 1.20
42.56 101.17 0.00 0.00 1.43
42.75 111.13 0.00 0.00 1.70
-127.00 100.34 0.00 0.00 1.90
-127.00 263.03 0.00 0.00 1.93
-127.00 90.38 0.00 0.00 1.58
43.31 94.53 0.00 0.00 1.43
-127.00 98.68 0.00 0.00 0.65
-127.00 97.85 0.00 0.00 1.35
-127.00 101.17 0.00 0.00 0.85
-127.00 103.66 0.00 0.00 1.12
-127.00 94.53 0.00 0.00 0.77
-127.00 107.81 0.00 0.00 0.81
43.13 120.26 0.00 0.00 1.47
-127.00 98.68 0.00 0.00 2.13
-127.00 102.83 0.00 0.00 2.25
-127.00 107.81 0.00 0.00 2.25
-127.00 114.45 0.00 0.00 2.28
44.00 98.68 0.00 0.00 2.25
-127.00 100.34 0.00 0.00 2.17
44.31 88.72 0.00 0.00 2.09
-127.00 98.68 0.00 0.00 2.25
-127.00 124.41 0.00 0.00 2.21
44.44 106.15 0.00 0.00 2.26
44.75 97.85 0.00 0.00 2.21
44.94 87.06 0.00 0.00 2.28
-127.00 103.66 0.00 0.00 2.21
-127.00 106.98 0.00 0.00 2.28
-127.00 116.94 0.00 0.00 0.90
-127.00 114.45 0.00 0.00 2.14
-127.00 100.34 0.00 0.00 2.03
-127.00 101.17 0.00 0.00 1.99
-127.00 110.30 0.00 0.00 1.70
-127.00 111.13 0.00 0.00 1.62
-127.00 94.53 0.00 0.00 1.48
-127.00 106.98 0.00 0.00 1.12
-127.00 110.30 0.00 0.00 1.04
-127.00 106.15 0.00 0.00 1.27
44.94 114.45 0.00 0.00 0.89
44.94 101.17 0.00 0.00 1.79
-127.00 93.70 0.00 0.00 2.09
-127.00 102.83 0.00 0.00 2.14
-127.00 113.62 0.00 0.00 2.18
-127.00 117.77 0.00 0.00 2.22
-127.00 109.47 0.00 0.00 2.26
-127.00 116.94 0.00 0.00 2.18
45.38 106.98 0.00 0.00 2.26
45.75 102.83 0.00 0.00 2.26
45.88 92.04 0.00 0.00 0.98
46.00 107.81 0.00 0.00 2.14
46.06 111.13 0.00 0.00 2.09
46.06 106.98 0.00 0.00 2.07
46.06 106.98 0.00 0.00 2.07
46.13 91.21 0.00 0.00 2.17
46.25 115.28 0.00 0.00 1.44
46.25 117.77 0.00 0.00 2.18
46.31 107.81 0.00 0.00 2.22
46.31 93.70 0.00 0.00 2.22
46.44 301.22 0.00 0.00 2.24
46.63 99.51 0.00 0.00 2.22
46.75 112.79 0.00 0.00 2.26
